Rk,Player,Twitter
1945,Joe Smith,JoeBeast95
1946,Justin Smith,justinsmith3_
1947,Kenny Smith,TheJetOnTNT
1948,Malachi Smith,maliworld11
1949,Nick Smith Jr.,lif3nick
1950,Scoochie Smith,scoochstackin
1951,Steve Smith,steve21smith
1952,Terquavion Smith,Tgetsbuckss23
1953,Tony Smith,AnalystTSmith34
1954,Tyler Smith,tksmith1104
1955,Zach Smith,SuperDuperZach
1956,Michael Snaer,MichaelSnaer21
1957,Xavier Sneed,Luh_Sneed
1958,Tony Snell,TonySnell21_
1959,Jeremy Sochan,JeremySochan
1960,Edgar Sosa,Edgarsosa10
1961,Matteo Spagnolo,SpagnoloMatteo9
1962,Marreese Speights,Mospeights16
1963,Tiago Splitter,tiagosplitter
1964,Larry Spriggs,spriggy35
1965,Jaden Springer,JadenSpringer11
1966,Jerry Stackhouse,jerrystackhouse
1967,Chace Stanback,ChaceStanback
1968,Terence Stansbury,360StatueofLibe
1969,John Starks,StarksTheDunk
1970,Juwan Staten,JuwanStaten3
1971,Nik Stauskas,NStauskas11
1972,Jake Stephens,jakestephens0
1973,Lance Stephenson,StephensonLance
1974,Isaiah Stevens,isaiahstevens7
1975,Erik Stevenson,ej_stevenson5
1976,DJ Steward,djstewardd
1977,D.J. Stewart Jr.,djstewart187
1978,Elijah Stewart,Lou_weezy_ana
1979,Greg Stiemsma,gregstiemsma
1980,Jarnell Stokes,JarnellStokes
1981,Julyan Stone,Julyan_Stone
1982,Julian Strawther,JulianStrawther
1983,Dexter Strickland,BadenJaxen_
1984,Rod Strickland,rod_strickland
1985,Garrett Stutz,Gstutz41
1986,Jalen Suggs,jalensuggs
1987,Jared Sullinger,Jared_Sully0
1988,Edmond Sumner,EdmondSumner
1989,Maurice Sutton,LordSuttonJr
1990,Devin Sweetney,DSweetney1
1991,Cole Swider,coleswider21
1992,Craig Sword,Chicksword3232
1993,Wally Szczerbiak,wallyball
1994,Chris Taft,BlessedTaft
1995,Anthony Tarke,AnthonyTarke
1996,Terry Taylor,TerryTaylor21
1997,Tony Taylor,2cooltone
1998,Tyshawn Taylor,tyshawntaylor
1999,Jeff Teague,Teague0
2000,MaCio Teague,_MrDoWork
2001,Marquis Teague,marquisteague25
2002,Sebastian Telfair,BassyS31T
2003,Garrett Temple,GTemp17
2004,Jared Terrell,TheJaredTerrell
2005,Dalen Terry,DalenTerry
2006,Jason Terry,jasonterry31
2007,Jon Teske,JonTeske
2008,Hasheem Thabeet,HasheemTheDream
2009,Xavier Thames,Xthames2
2010,Reggie Theus,ReggieTheus
2011,Adonis Thomas,AllDayThomas
2012,Brodric Thomas,BT3bvckets
2013,Cam Thomas,24_camthomas
2014,Isaiah Thomas,isaiahthomas
2015,Isiah Thomas,IsiahThomas
2016,Lance Thomas,MrLance42
2017,Rashawn Thomas,Sobeastly_25
2018,Ethan Thompson,_ethanthompson5
2019,Jason Thompson,jtthekid
2020,Klay Thompson,KlayThompson
2021,Mychal Thompson,champagnennuts
2022,Ryan Thompson,RyT5
2023,Trevor Thompson,TrevBallinTrey2
2024,Tristan Thompson,RealTristan13
2025,JT Thor,thorrjt
2026,Al Thornton,AThornton14
2027,Marcus Thornton,OfficialMT23
2028,Justin Tillman,JTillman23
2029,Jeremiah Tilmon,jeremiahtilmon_
2030,Drew Timme,
2031,Tres Tinkle,tres_tinkle3
2032,Jamaal Tinsley,jatinsley
2033,Isaiah Todd,zaytodd
2034,J.P. Tokoto,AirPierreTokoto
2035,Anthony Tolliver,ATolliver44
2036,Au'Diese Toney,thefuturetoney
2037,Jacob Toppin,Jtoppin0
2038,Armel Traoré,Armel_Traor35
2039,Luke Travers,luke_travers
2040,Reid Travis,2ReidTravis2
2041,Travis Trice,Ttrice20
2042,Oscar Tshiebwe,Oscartshiebwe34
2043,Ąžuolas Tubelis,azuolaz10
2044,Rayjon Tucker,th3flighttuck
2045,Ryan Turell,
2046,Ronny Turiaf,Ronny_Turiaf
2047,Evan Turner,thekidet
2048,Breein Tyree,Breeintyree
2049,Hunter Tyson,h_tyson5
2050,Jaylon Tyson,jaylontyson
2051,Chris Udofia,dofboyfresh34
2052,Ekpe Udoh,EkpeUdoh
2053,Stanley Umude,StanleyUmude_
2054,Robert Upshaw,UPSHAW50
2055,Jonas Valančiūnas,JValanciunas
2056,Vincent Valerio-Bodon,Gekko_27
2057,Nick Van Exel,vanexel31
2058,Jordan Vandenberg,JVanden7_1
2059,Jarvis Varnado,RealSwat32
2060,Dejan Vasiljevic,3jvasiljevic
2061,Greivis Vásquez,greivisvasquez
2062,Christian Vital,I_AMCV
2063,Nikola Vučević,NikolaVucevic
2064,Tristan Vukcevic,Vukcevic113
2065,Dwyane Wade,DwyaneWade
2066,Von Wafer,vonwafer13
2067,Franz Wagner,franzboogie
2068,Ish Wainright,Wainright24
2069,Dion Waiters,dionwaiters3
2070,Antoine Walker,WalkerAntoine8
2071,Jabari Walker,JabariWalker
2072,Jarace Walker,jaracew
2073,Jordan Walker,jellyfam_j
2074,Kemba Walker,KembaWalker
2075,M.J. Walker,Mjwalker_23
2076,John Wall,JohnWall
2077,Cason Wallace,wallace_cason
2078,Keaton Wallace,KeatonWallace22
2079,Tyrone Wallace,TyWallace661
2080,Jordan Walsh,jordanwalshlife
2081,Ja'Kobe Walter,JaKobeWalter1
2082,Bill Walton,BillWalton
2083,Kel'el Ware,kelelware
2084,T.J. Warren,TonyWarrenJr
2085,Hakim Warrick,hdubb21
2086,Julian Washburn,smoothlikeju
2087,Duane Washington Jr.,dwizthekid4
2088,TyTy Washington Jr.,tytywashington3
2089,Dominic Waters,DomWaters7
2090,Lindy Waters III,LindyWatersIII
2091,Trendon Watford,trendonw
2092,Anton Watson,twonster4080
2093,C.J. Watson,quietstorm_32
2094,Earl Watson,Earl_Watson
2095,Ibi Watson,ibi_watson_2
2096,Peyton Watson,peytonwatson_
2097,Maalik Wayns,MaalikWayns2
2098,Chris Webber,realchriswebber
2099,Romeo Weems,romeoweems_uno
2100,Bonzi Wells,BonziWells
2101,Jaylen Wells,jaylen_wells
2102,Victor Wembanyama,vicw_32
2103,Bill Wennington,34billy42
2104,Blake Wesley,blakewesley0
2105,Kaleb Wesson,Elite_Hooper99
2106,David West,D_West30
2107,Mark West,mwest41
2108,Charlie Westbrook,C_Westbrook1
2109,Russell Westbrook,russwest44
2110,Isaiah Whaley,IsaiahWhaley
2111,Phillip Wheeler,pjwheeler04
2112,Fabian White Jr.,3five_
2113,Jack White,5jackwhite
2114,Terrico White,TerricoWhite5
2115,Cam Whitmore,_camwhitmore_
2116,Greg Whittington,Built4Bucketz
2117,Joe Wieskamp,JWieskamp21
2118,Aaron Wiggins,Aaron_Wiggins_
2119,Andrew Wiggins,22wiggins
2120,Lindell Wigginton,Lwigginton5
2121,C.J. Wilcox,UCjwilcox23W
2122,Damien Wilkins,dwilkins3000
2123,Dominique Wilkins,DWilkins21
2124,Isaiah Wilkins,isaiahwilkins21
2125,Alondes Williams,moneymanman31
2126,Brandon Williams,TheeBWill
2127,Bryson Williams,Bwillington11
2128,Deron Williams,DeronWilliams
2129,Derrick Williams,DWXXIII
2130,Donovan Williams,STGDwill
2131,Elliot Williams,ewill901
2132,JaCorey Williams,_JWilliams22
2133,Jalen Williams,JdubPSCEO
2134,Jay Williams,RealJayWilliams
2135,Jaylin Williams,Jay_MWilliams_
2136,Jaylin Williams,iso__jaywill
2137,Jerome Williams,JunkYardDogJW
2138,KJ Williams,kjwill1am2
2139,Mark Williams,MarkWi1liams
2140,Mo Williams,mowilliams
2141,Reggie Williams,reggiew55
2142,Shelden Williams,SheldenWilliams
2143,T.J. Williams,GogettaTJWill
2144,Trevion Williams,twill___
2145,Vince Williams Jr.,Vincentwiliams
2146,Ziaire Williams,therealZiaire
2147,Lucas Williamson,lucasw2424
2148,Derek Willis,derekxwillis
2149,Bryce Wills,Bryce_Wills5
2150,Jalen Wilson,thejalenwilson
2151,Dylan Windler,Dylan_Windler23
2152,Dave Winfield,DaveWinfieldHOF
2153,Cassius Winston,cassiuswinston
2154,James Wiseman,BigTicket_JW
2155,Todd Withers,DatDude_Todd
2156,Jeff Withey,JeffWithey
2157,Nate Wolters,NateWolters
2158,Isaiah Wong,zaywong21
2159,Renaldo Woolridge,Swiperboy
2160,James Worthy,JamesWorthy42
2161,Brandan Wright,bwright34
2162,Chris Wright,flyght33wright
2163,Dorell Wright,DWRIGHTWAY1
2164,McKinley Wright IV,kin_wright25
2165,Moses Wright,mant12_
2166,Tony Wroten,TWroten_LOE
2167,Khalif Wyatt,KhalifW05
2168,Ding Yanyuhang,OfficialDing8
2169,B.J. Young,bjyoung_money11
2170,Jahmir Young,Flyymir_
2171,James Young,realjamesyoung
2172,Michael Young,Showwtimee2
2173,Nick Young,NickSwagyPYoung
2174,Thaddeus Young,yungsmoove21
2175,Rade Zagorac,zagorac_rade
2176,Marcus Zegarowski,MZegarowski1
2177,Nick Zeisloft,n_zeis2
2178,Cody Zeller,CodyZeller
2179,Tyler Zeller,ZellerTyler
2180,Tomislav Zubčić,TomislavZubcic7
